"TOA5","CR5000","CR5000","","2.5","CPU:27Oct2015.cr5","41269","onemin"
"TIMESTAMP","RECORD","Rn_nr01_Avg","albedo_Avg","Rs_downwell_Avg","Rs_upwell_Avg","Rl_downwell_Avg","Rl_upwell_Avg","T_nr01_Avg","Rl_down_meas_Avg","Rl_up_meas_Avg","Rain_1_mm_Tot","Rain_2_mm_Tot"
"TS","RN","W/m^2","unitless","W/m^2","W/m^2","W/m^2","W/m^2","K","W/m^2","W/m^2","mm","mm"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Tot","Tot"
"2015-10-28 09:15:00",894,-5.274567,"INF",0.06331253,1.241023,373.3646,377.4615,285.9754,-5.861202,-1.764345,0,0
"2015-10-28 09:16:00",895,-5.61727,"INF",-0.008619763,1.181463,373.1637,377.5909,286.0015,-6.200193,-1.773007,0,0
"2015-10-28 09:17:00",896,-4.952855,"INF",0.1178378,1.283066,374.1461,377.9337,286.041,-5.428019,-1.640392,0,0
"2015-10-28 09:18:00",897,-4.773118,4.161691,0.3770016,1.521245,374.8274,378.4562,286.0963,-5.039788,-1.410914,0,0
"2015-10-28 09:19:00",898,-4.175001,3.860046,0.4361378,1.673163,375.6271,378.565,286.1282,-4.409787,-1.471812,0,0
"2015-10-28 09:20:00",899,-4.501398,5.65542,0.2769725,1.520399,375.17,378.428,286.1469,-4.966466,-1.708496,0,0
"2015-10-28 09:21:00",900,-5.00407,"INF",0.07784597,1.40292,374.8553,378.5343,286.1673,-5.389366,-1.71037,0,0
"2015-10-28 09:22:00",901,-5.79719,"INF",0.0001334937,1.404442,374.2353,378.6281,286.19,-6.129999,-1.737117,0,0
"2015-10-28 09:23:00",902,-5.439663,"INF",-0.01974506,1.582562,374.9427,378.7801,286.2136,-5.547915,-1.710559,0,0
"2015-10-28 09:24:00",903,-5.584981,-5.183365,-0.2726912,1.3795,374.7975,378.7303,286.2273,-5.765876,-1.833086,0,0
"2015-10-28 09:25:00",904,-5.840933,-4.323935,-0.3438572,1.468504,374.878,378.9066,286.2479,-5.795263,-1.766691,0,0
"2015-10-28 09:26:00",905,-6.645583,-3.591364,-0.4282837,1.497264,374.1499,378.8699,286.2584,-6.579348,-1.859313,0,0
"2015-10-28 09:27:00",906,-6.2924,-2.075046,-0.6485898,1.33512,374.4773,378.7859,286.2617,-6.269234,-1.960544,0,0
"2015-10-28 09:28:00",907,-6.429354,-1.704961,-0.7611838,1.285798,374.2818,378.6642,286.2621,-6.466872,-2.084499,0,0
"2015-10-28 09:29:00",908,-5.821737,-1.501186,-0.8129316,1.189768,375.0775,378.8965,286.2752,-5.740859,-1.921821,0,0
"2015-10-28 09:30:00",909,-7.306283,-2.24143,-0.6628174,1.478823,373.9194,379.084,286.2982,-7.021119,-1.856476,0,0
"2015-10-28 09:31:00",910,-6.762909,-1.924508,-0.752588,1.44512,374.5453,379.1105,286.3078,-6.446476,-1.881275,0,0
"2015-10-28 09:32:00",911,-5.516791,-1.872584,-0.7780835,1.45436,375.8381,379.1225,286.3145,-5.189292,-1.904945,0,0
"2015-10-28 09:33:00",912,-5.377196,-1.444728,-0.8779835,1.261896,375.7034,378.9407,286.3127,-5.314887,-2.077571,0,0
"2015-10-28 09:34:00",913,-5.167638,-1.334399,-0.9093826,1.203258,375.9489,379.0038,286.32,-5.108087,-2.053089,0,0
"2015-10-28 09:35:00",914,-5.65091,-1.586991,-0.8287634,1.288697,375.8785,379.412,286.3411,-5.290847,-1.757397,0,0
"2015-10-28 09:36:00",915,-5.385548,-1.589309,-0.8381795,1.321499,376.1249,379.3507,286.3486,-5.084415,-1.858546,0,0
"2015-10-28 09:37:00",916,-4.918105,-1.304444,-0.9299961,1.20965,376.6045,379.3829,286.3612,-4.671972,-1.893514,0,0
"2015-10-28 09:38:00",917,-5.619066,-1.359111,-0.9334996,1.26394,376.103,379.5246,286.375,-5.246637,-1.82501,0,0
"2015-10-28 09:39:00",918,-6.103375,-1.247938,-0.9745632,1.211423,375.6896,379.607,286.3903,-5.741867,-1.824478,0,0
"2015-10-28 09:40:00",919,-6.285558,-1.443895,-0.9223101,1.324135,375.6383,379.6774,286.4125,-5.911315,-1.872202,0,0
"2015-10-28 09:41:00",920,-5.855624,-1.467008,-0.9346353,1.36788,376.2889,379.842,286.4366,-5.389142,-1.836034,0,0
"2015-10-28 09:42:00",921,-6.035016,-1.396088,-0.9697206,1.346368,376.0907,379.8096,286.4483,-5.649881,-1.930954,0,0
"2015-10-28 09:43:00",922,-6.49787,-1.382538,-0.9434851,1.295646,375.6664,379.9251,286.4672,-6.174619,-1.91588,0,0
"2015-10-28 09:44:00",923,-6.223709,-1.409162,-0.8947006,1.252029,375.9788,380.0558,286.4926,-5.997886,-1.920907,0,0
"2015-10-28 09:45:00",924,-6.439874,-1.795889,-0.7706207,1.377492,375.9223,380.2141,286.5157,-6.177721,-1.88596,0,0
"2015-10-28 09:46:00",925,-6.149722,-1.351562,-0.8438264,1.137412,375.8786,380.0471,286.5268,-6.280439,-2.111956,0,0
"2015-10-28 09:47:00",926,-6.808831,-1.650551,-0.7191069,1.17807,375.3481,380.2598,286.5542,-6.956926,-2.045272,0,0
"2015-10-28 09:48:00",927,-7.644286,-1.997908,-0.6294657,1.25324,374.5239,380.2855,286.5828,-7.933679,-2.172099,0,0
"2015-10-28 09:49:00",928,-7.16166,-2.626811,-0.4982682,1.298767,375.0717,380.4364,286.6086,-7.523487,-2.158862,0,0
"2015-10-28 09:50:00",929,-7.4889,-2.577943,-0.4927265,1.265007,374.647,380.3782,286.6232,-8.026498,-2.295331,0,0
"2015-10-28 09:51:00",930,-6.520052,-2.285321,-0.5040851,1.141001,375.622,380.4969,286.6471,-7.179368,-2.304403,0,0
"2015-10-28 09:52:00",931,-6.198875,-3.847016,-0.3593847,1.323516,376.413,380.929,286.6859,-6.595787,-2.079813,0,0
"2015-10-28 09:53:00",932,-5.955245,-2.600483,-0.4909495,1.240951,376.59,380.8134,286.7075,-6.533906,-2.31056,0,0
"2015-10-28 09:54:00",933,-6.355249,-2.387147,-0.5463079,1.298049,376.5412,381.0521,286.7376,-6.743477,-2.232586,0,0
"2015-10-28 09:55:00",934,-6.850537,-1.82321,-0.6843887,1.232675,375.9977,380.9312,286.7504,-7.355475,-2.422002,0,0
"2015-10-28 09:56:00",935,-7.013849,-1.739134,-0.6368819,1.101963,375.618,380.8931,286.7654,-7.815715,-2.540711,0,0
"2015-10-28 09:57:00",936,-6.584785,-1.76963,-0.5925115,1.041662,375.9003,380.8509,286.7757,-7.588237,-2.637625,0,0
"2015-10-28 09:58:00",937,-6.286895,-1.482835,-0.5963854,0.8615862,376.1032,380.9321,286.789,-7.456392,-2.627469,0,0
"2015-10-28 09:59:00",938,-6.393035,-2.086756,-0.4626522,0.9545946,376.0481,381.0239,286.804,-7.591647,-2.615858,0,0
"2015-10-28 10:00:00",939,-5.978826,-1.487476,-0.538689,0.7982727,376.3673,381.0092,286.8104,-7.306844,-2.664979,0,0
"2015-10-28 10:01:00",940,-5.570575,-1.506304,-0.5204479,0.7685153,376.7673,381.0489,286.8202,-6.959364,-2.677752,0,0
"2015-10-28 10:02:00",941,-5.282168,-1.494513,-0.5010013,0.7383634,377.0713,381.1141,286.8345,-6.731767,-2.688964,0,0
"2015-10-28 10:03:00",942,-4.700879,-2.867332,-0.2903917,0.8129371,377.6085,381.206,286.8504,-6.279666,-2.682116,0,0
"2015-10-28 10:04:00",943,-4.495619,"INF",-0.1466982,0.7404184,377.7089,381.3174,286.8683,-6.275067,-2.666564,0,0
"2015-10-28 10:05:00",944,-4.123267,"INF",-0.05131608,0.6591371,377.8716,381.2844,286.8833,-6.192843,-2.78003,0,0
"2015-10-28 10:06:00",945,-4.800543,3.638785,0.2969076,0.8029262,377.4748,381.7693,286.9297,-6.837983,-2.543458,0,0
"2015-10-28 10:07:00",946,-5.041798,2.114267,0.4806222,0.9978729,377.4055,381.93,286.9706,-7.12694,-2.602392,0,0
"2015-10-28 10:08:00",947,-4.730826,2.655025,0.3489563,0.9060053,377.5816,381.7554,286.9897,-7.053089,-2.879312,0,0
"2015-10-28 10:09:00",948,-4.368298,3.943475,0.1969777,0.7438258,377.978,381.7995,287.0009,-6.716674,-2.895224,0,0
"2015-10-28 10:10:00",949,-4.29416,3.011893,0.2500301,0.7370769,378.1574,381.9645,287.0232,-6.656758,-2.849644,0,0
"2015-10-28 10:11:00",950,-4.183432,"INF",0.1579565,0.6735174,378.167,381.8349,287.0296,-6.6814,-3.01353,0,0
"2015-10-28 10:12:00",951,-4.032812,"INF",0.1255508,0.5283192,378.4284,382.0584,287.0469,-6.512713,-2.88267,0,0
"2015-10-28 10:13:00",952,-3.977608,"INF",0.144694,0.5952916,378.567,382.094,287.0635,-6.463254,-2.936244,0,0
"2015-10-28 10:14:00",953,-4.03655,4.842394,0.1283231,0.5683014,378.635,382.2316,287.0776,-6.470898,-2.874326,0,0
"2015-10-28 10:15:00",954,-4.005292,"INF",0.07643966,0.5915281,378.643,382.1332,287.0852,-6.50395,-3.013747,0,0
"2015-10-28 10:16:00",955,-3.891385,"INF",-0.07379989,0.4715709,378.7733,382.1193,287.0941,-6.421172,-3.075157,0,0
"2015-10-28 10:17:00",956,-3.935179,"INF",-0.06040275,0.4999062,378.8508,382.2256,287.1023,-6.387642,-3.012771,0,0
"2015-10-28 10:18:00",957,-3.998172,"INF",-0.03651553,0.5480214,378.8616,382.2753,287.1163,-6.452012,-3.038377,0,0
"2015-10-28 10:19:00",958,-3.747398,-3.283431,-0.1719868,0.4605242,379.1857,382.3006,287.1251,-6.175034,-3.060147,0,0
"2015-10-28 10:20:00",959,-3.942568,"INF",-0.06574799,0.5471321,379.3235,382.6532,287.1468,-6.154047,-2.824358,0,0
"2015-10-28 10:21:00",960,-4.000703,"INF",-0.117598,0.5697176,379.3394,382.6527,287.1717,-6.271643,-2.958256,0,0
"2015-10-28 10:22:00",961,-4.211078,"INF",-0.01740575,0.7389916,379.358,382.8127,287.1961,-6.384434,-2.929754,0,0
"2015-10-28 10:23:00",962,-4.252984,"INF",-0.08452275,0.6870362,379.487,382.9684,287.2127,-6.344682,-2.863258,0,0
"2015-10-28 10:24:00",963,-4.179355,"INF",0.03865387,0.7023851,379.5516,383.0672,287.233,-6.389134,-2.873511,0,0
"2015-10-28 10:25:00",964,-4.01182,"INF",-0.03046835,0.5995777,379.496,382.8778,287.239,-6.476457,-3.094683,0,0
"2015-10-28 10:26:00",965,-3.879259,"INF",-0.04239478,0.4422337,379.578,382.9726,287.2476,-6.440842,-3.046211,0,0
"2015-10-28 10:27:00",966,-3.819726,"INF",0.09528064,0.5127221,379.684,383.0863,287.2637,-6.421355,-3.019071,0,0
"2015-10-28 10:28:00",967,-3.645663,"INF",0.02896529,0.4376228,379.8611,383.0981,287.268,-6.267796,-3.03079,0,0
"2015-10-28 10:29:00",968,-3.508796,3.675919,0.1500381,0.5032449,380.0285,383.1841,287.2867,-6.200965,-3.045376,0,0
"2015-10-28 10:30:00",969,-3.914697,2.471682,0.2504292,0.5997205,379.8397,383.4051,287.3169,-6.552011,-2.986606,0,0
"2015-10-28 10:31:00",970,-3.856851,2.365068,0.2937265,0.6827067,379.9618,383.4297,287.3345,-6.524584,-3.056713,0,0
"2015-10-28 10:32:00",971,-3.743524,"INF",0.06053603,0.5248678,379.9083,383.1875,287.3352,-6.581918,-3.302725,0,0
"2015-10-28 10:33:00",972,-3.808766,"INF",-0.03872023,0.3873374,379.8762,383.2589,287.3393,-6.636017,-3.253309,0,0
"2015-10-28 10:34:00",973,-3.698544,"INF",-0.05929939,0.3544185,379.9407,383.2256,287.3415,-6.583085,-3.298259,0,0
"2015-10-28 10:35:00",974,-3.93014,"INF",0.05602531,0.3954312,379.8648,383.4556,287.3623,-6.771299,-3.180565,0,0
"2015-10-28 10:36:00",975,-4.152861,2.782342,0.1938345,0.5248286,379.7349,383.5567,287.379,-6.991081,-3.169214,0,0
"2015-10-28 10:37:00",976,-3.927742,"INF",0.1033314,0.4655627,379.9613,383.5268,287.3884,-6.81531,-3.249799,0,0
"2015-10-28 10:38:00",977,-4.119901,"INF",0.05335261,0.5240095,380.1172,383.7664,287.4056,-6.751837,-3.102592,0,0
"2015-10-28 10:39:00",978,-4.196013,"INF",-0.1424848,0.4867224,379.9712,383.538,287.4101,-6.922037,-3.355231,0,0
"2015-10-28 10:40:00",979,-4.123986,-1.216099,-0.2971647,0.3424511,380.0999,383.5843,287.412,-6.803323,-3.318953,0,0
"2015-10-28 10:41:00",980,-4.299891,-2.1417,-0.1950023,0.3770002,380.0963,383.8241,287.4208,-6.854666,-3.126778,0,0
"2015-10-28 10:42:00",981,-4.02614,-2.76467,-0.1553139,0.3845639,380.2248,383.711,287.4265,-6.756545,-3.270283,0,0
"2015-10-28 10:43:00",982,-3.810723,-2.387735,-0.1365723,0.2909272,380.3163,383.6996,287.4297,-6.682551,-3.299328,0,0
"2015-10-28 10:44:00",983,-4.011826,-1.405892,-0.1752255,0.2351067,379.9897,383.5912,287.4265,-6.992098,-3.390604,0,0
"2015-10-28 10:45:00",984,-4.040797,-0.9646306,-0.204159,0.1925686,379.8644,383.5085,287.4228,-7.097421,-3.453352,0,0
"2015-10-28 10:46:00",985,-4.072218,-0.3659846,-0.2622213,0.08799233,379.8503,383.5724,287.4202,-7.097501,-3.375497,0,0
"2015-10-28 10:47:00",986,-4.305758,"INF",-0.06955581,0.2229271,379.7539,383.7672,287.4316,-7.255071,-3.241796,0,0
"2015-10-28 10:48:00",987,-4.073749,"INF",-0.06033477,0.2388348,379.8969,383.6715,287.4352,-7.131638,-3.357058,0,0
"2015-10-28 10:49:00",988,-4.124926,"INF",0.01977749,0.2711827,379.9741,383.8476,287.4465,-7.115231,-3.24171,0,0
"2015-10-28 10:50:00",989,-4.379148,"INF",0.04059069,0.2881207,379.8823,384.0139,287.457,-7.263502,-3.131885,0,0
"2015-10-28 10:51:00",990,-4.308591,2.967932,0.1529743,0.4071807,380.0186,384.073,287.4706,-7.200503,-3.146119,0,0
"2015-10-28 10:52:00",991,-4.292187,"INF",0.06417648,0.3235228,380.0439,384.0767,287.4794,-7.222928,-3.190088,0,0
"2015-10-28 10:53:00",992,-4.345551,"INF",0.07239544,0.3552704,380.0099,384.0726,287.4882,-7.303802,-3.241125,0,0
"2015-10-28 10:54:00",993,-4.060764,"INF",-0.0197104,0.2439458,380.1749,383.972,287.4871,-7.133163,-3.336054,0,0
"2015-10-28 10:55:00",994,-4.094322,"INF",0.03975507,0.225942,380.2671,384.1753,287.4944,-7.080181,-3.172045,0,0
"2015-10-28 10:56:00",995,-3.892871,"INF",0.02131411,0.2282861,380.3932,384.0791,287.4985,-6.976181,-3.290282,0,0
"2015-10-28 10:57:00",996,-3.934834,"INF",0.06734952,0.2323687,380.53,384.2998,287.5086,-6.8938,-3.123986,0,0
"2015-10-28 10:58:00",997,-3.818625,"INF",0.06320733,0.2531424,380.5742,384.2029,287.5114,-6.864799,-3.236109,0,0
"2015-10-28 10:59:00",998,-3.514562,"INF",-0.07383089,0.1325185,380.6734,383.9816,287.5058,-6.735601,-3.427389,0,0
"2015-10-28 11:00:00",999,-3.823205,"INF",-0.04276159,0.1178531,380.7107,384.3733,287.5165,-6.755585,-3.092994,0,0
"2015-10-28 11:01:00",1000,-3.904872,2.660466,0.1247438,0.2986278,380.7677,384.4987,287.5347,-6.796833,-3.065844,0,0
"2015-10-28 11:02:00",1001,-3.769863,"INF",0.1015589,0.2854186,380.8783,384.4643,287.541,-6.720003,-3.133999,0,0
"2015-10-28 11:03:00",1002,-3.672551,"INF",0.108508,0.2660316,381.0716,384.5866,287.5511,-6.581753,-3.066725,0,0
"2015-10-28 11:04:00",1003,-3.595728,"INF",0.1729516,0.3432635,381.2402,384.6656,287.5669,-6.497993,-3.072576,0,0
"2015-10-28 11:05:00",1004,-3.581558,2.467223,0.1266147,0.2866972,381.2201,384.6415,287.5739,-6.556216,-3.134741,0,0
"2015-10-28 11:06:00",1005,-3.783007,"INF",0.106771,0.2550953,381.0404,384.675,287.5822,-6.780657,-3.145974,0,0
"2015-10-28 11:07:00",1006,-3.657219,"INF",0.09765026,0.2874425,381.2118,384.6793,287.5908,-6.655195,-3.187768,0,0
"2015-10-28 11:08:00",1007,-3.562644,"INF",0.02859687,0.2425241,381.3232,384.6719,287.5952,-6.567805,-3.219088,0,0
"2015-10-28 11:09:00",1008,-3.667542,"INF",-0.01119136,0.2125551,381.2567,384.7004,287.5981,-6.649981,-3.206186,0,0
"2015-10-28 11:10:00",1009,-3.882541,"INF",-0.06888587,0.1327661,381.0175,384.6985,287.6,-6.899151,-3.218262,0,0
"2015-10-28 11:11:00",1010,-3.878935,"INF",0.01369721,0.1859234,381.1054,384.8121,287.6085,-6.85697,-3.150262,0,0
"2015-10-28 11:12:00",1011,-3.694227,"INF",0.01125836,0.1544621,381.3716,384.9226,287.615,-6.626265,-3.075242,0,0
"2015-10-28 11:13:00",1012,-3.735758,1.754838,0.1983743,0.338611,381.4494,385.0449,287.6333,-6.646917,-3.051397,0,0
"2015-10-28 11:14:00",1013,-3.611567,"INF",0.1506692,0.3033171,381.4763,384.9352,287.6374,-6.642473,-3.183554,0,0
"2015-10-28 11:15:00",1014,-3.603831,2.010967,0.1429838,0.2505482,381.556,385.0523,287.6428,-6.591472,-3.095205,0,0
"2015-10-28 11:16:00",1015,-3.574281,"INF",0.1057675,0.2048125,381.4811,384.9563,287.6437,-6.671721,-3.196485,0,0
"2015-10-28 11:17:00",1016,-3.509031,"NAN",0.06868537,0.1468272,381.5351,384.966,287.6444,-6.621458,-3.190569,0,0
"2015-10-28 11:18:00",1017,-3.55915,2.031971,0.1156559,0.2144704,381.5487,385.0091,287.6463,-6.617762,-3.157427,0,0
"2015-10-28 11:19:00",1018,-3.335087,"INF",0.1107124,0.1964335,381.6037,384.8531,287.6436,-6.548098,-3.298732,0,0
"2015-10-28 11:20:00",1019,-3.243134,0.9364345,0.1533066,0.1341868,381.7172,384.9795,287.6432,-6.432469,-3.170216,0,0
"2015-10-28 11:21:00",1020,-3.436948,0.8473737,0.406334,0.3479832,381.6699,385.1652,287.6528,-6.531688,-3.036389,0,0
"2015-10-28 11:22:00",1021,-3.486227,1.364902,0.3009989,0.3870047,381.656,385.0562,287.6512,-6.536807,-3.136585,0,0
"2015-10-28 11:23:00",1022,-3.822147,"INF",0.1084731,0.4089128,381.6673,385.1891,287.6517,-6.528637,-3.00693,0,0
"2015-10-28 11:24:00",1023,-3.794332,4.321061,0.1525702,0.5560576,381.8592,385.25,287.6531,-6.344333,-2.953488,0,0
"2015-10-28 11:25:00",1024,-3.567549,2.165161,0.268295,0.5493878,381.8225,385.1089,287.6497,-6.362505,-3.076048,0,0
"2015-10-28 11:26:00",1025,-3.850796,1.434286,0.4235069,0.602297,381.6296,385.3016,287.6577,-6.598848,-2.926843,0,0
"2015-10-28 11:27:00",1026,-3.949126,1.329603,0.5505171,0.7242981,381.5799,385.3553,287.6676,-6.701826,-2.926481,0,0
"2015-10-28 11:28:00",1027,-3.944207,1.130504,0.6866519,0.7737616,381.5521,385.4092,287.6738,-6.763014,-2.905916,0,0
"2015-10-28 11:29:00",1028,-3.670148,1.078725,0.7056608,0.7557589,381.7117,385.3318,287.6732,-6.599899,-2.97985,0,0
"2015-10-28 11:30:00",1029,-3.589342,0.8551175,0.8543563,0.730193,381.8118,385.5253,287.6817,-6.54596,-2.832455,0,0
"2015-10-28 11:31:00",1030,-3.299757,0.8406482,1.005119,0.8439583,382.0552,385.5161,287.6888,-6.341149,-2.88023,0,0
"2015-10-28 11:32:00",1031,-3.097906,0.7512574,1.142034,0.8555076,382.18,385.5644,287.6942,-6.245605,-2.861172,0,0
"2015-10-28 11:33:00",1032,-2.871147,0.6088943,1.425726,0.8645959,382.2045,385.6368,287.7,-6.251974,-2.819697,0,0
"2015-10-28 11:34:00",1033,-2.868967,0.5498295,1.600302,0.8792548,382.1449,385.7349,287.7099,-6.365399,-2.775384,0,0
"2015-10-28 11:35:00",1034,-2.83588,0.5922181,1.506566,0.8916498,382.2603,385.7111,287.7111,-6.256368,-2.805571,0,0
"2015-10-28 11:36:00",1035,-2.876035,0.6590931,1.155924,0.7571443,382.2595,385.5343,287.7004,-6.199419,-2.924603,0,0
"2015-10-28 11:37:00",1036,-2.998329,0.7243515,0.9156274,0.6625867,382.2859,385.5373,287.6923,-6.128796,-2.877426,0,0
"2015-10-28 11:38:00",1037,-3.103366,0.7355771,0.9449847,0.6945741,382.1971,385.5508,287.6848,-6.17741,-2.823633,0,0
"2015-10-28 11:39:00",1038,-3.048345,0.7662862,0.8768996,0.6718122,382.1459,385.3994,287.6747,-6.173778,-2.920345,0,0
"2015-10-28 11:40:00",1039,-3.276916,0.8350669,0.8139281,0.6769971,382.0119,385.4258,287.6703,-6.284122,-2.870275,0,0
"2015-10-28 11:41:00",1040,-3.607185,1.166885,0.7221898,0.8389461,382.0192,385.5096,287.6687,-6.268143,-2.777714,0,0
"2015-10-28 11:42:00",1041,-3.480999,1.126356,0.7304466,0.8186771,381.9834,385.3762,287.6565,-6.238119,-2.84535,0,0
"2015-10-28 11:43:00",1042,-3.418139,1.219286,0.6781251,0.8208004,382.0393,385.3147,287.6423,-6.106001,-2.830538,0,0
"2015-10-28 11:44:00",1043,-3.618214,1.185063,0.7635877,0.8984653,382.0271,385.5104,287.6371,-6.089616,-2.60628,0,0
"2015-10-28 11:45:00",1044,-3.523837,0.9212963,1.050862,0.9631317,381.9532,385.5648,287.6324,-6.138687,-2.52712,0,0
"2015-10-28 11:46:00",1045,-3.500672,0.8566409,1.135575,0.9706164,381.8613,385.5269,287.6307,-6.221364,-2.555733,0,0
"2015-10-28 11:47:00",1046,-3.248318,0.6860162,1.411048,0.9650411,381.77,385.4643,287.6339,-6.329367,-2.635041,0,0
"2015-10-28 11:48:00",1047,-2.582901,0.489784,1.769981,0.8633133,381.7684,385.258,287.6287,-6.303,-2.813432,0,0
"2015-10-28 11:49:00",1048,-2.436578,0.4312129,1.816542,0.783132,381.8182,385.2882,287.6292,-6.256455,-2.786467,0,0
"2015-10-28 11:50:00",1049,-1.951986,0.3638525,2.057605,0.7444627,381.9068,385.1719,287.6273,-6.157585,-2.892456,0,0
"2015-10-28 11:51:00",1050,-1.434952,0.2924224,2.643647,0.7715247,381.8505,385.1576,287.6278,-6.216352,-2.909277,0,0
"2015-10-28 11:52:00",1051,-1.121438,0.2496725,3.073393,0.7676888,381.7415,385.1686,287.6323,-6.349388,-2.922245,0,0
"2015-10-28 11:53:00",1052,-1.039147,0.2603216,3.394071,0.881458,381.7674,385.3192,287.6388,-6.358537,-2.806777,0,0
"2015-10-28 11:54:00",1053,-0.7381869,0.2402705,3.91202,0.9392937,381.6682,385.3792,287.6467,-6.500799,-2.789886,0,0
"2015-10-28 11:55:00",1054,-0.5438586,0.2500205,4.462413,1.116225,381.7018,385.5918,287.6624,-6.55195,-2.661903,0,0
"2015-10-28 11:56:00",1055,-0.3784544,0.2614047,4.882341,1.276234,381.5577,385.5423,287.6681,-6.726468,-2.741906,0,0
"2015-10-28 11:57:00",1056,-0.02857882,0.2488358,5.254608,1.307243,381.621,385.597,287.6656,-6.650122,-2.674179,0,0
"2015-10-28 11:58:00",1057,0.03833754,0.2596424,5.307071,1.376027,381.6841,385.5768,287.6632,-6.573614,-2.680907,0,0
"2015-10-28 11:59:00",1058,0.06470588,0.2678714,4.838739,1.296223,382.0612,385.539,287.6601,-6.179923,-2.702113,0,0
"2015-10-28 12:00:00",1059,0.01815586,0.2792546,4.716745,1.316429,382.1346,385.5167,287.6574,-6.091872,-2.709713,0,0
"2015-10-28 12:01:00",1060,0.1786287,0.2642956,4.530066,1.196519,382.322,385.4769,287.6569,-5.902002,-2.747083,0,0
"2015-10-28 12:02:00",1061,0.2852603,0.2555023,5.163535,1.319795,382.1339,385.6923,287.6701,-6.161243,-2.602764,0,0
"2015-10-28 12:03:00",1062,0.1141409,0.2541452,4.970927,1.264114,382.084,385.6766,287.6758,-6.241735,-2.649063,0,0
"2015-10-28 12:04:00",1063,0.1536954,0.2480174,4.967421,1.231688,382.2165,385.7986,287.6894,-6.183027,-2.60099,0,0
"2015-10-28 12:05:00",1064,0.6271244,0.2359825,6.11841,1.445203,381.9651,386.0112,287.7216,-6.607903,-2.56182,0,0
"2015-10-28 12:06:00",1065,0.8910695,0.2463982,6.36445,1.568041,382.2323,386.1376,287.754,-6.515983,-2.610643,0,0
"2015-10-28 12:07:00",1066,1.012912,0.2460432,6.240654,1.535438,382.4854,386.1777,287.7753,-6.377944,-2.685641,0,0
"2015-10-28 12:08:00",1067,1.713384,0.2244686,6.840333,1.532695,382.52,386.1143,287.7879,-6.411412,-2.817158,0,0
"2015-10-28 12:09:00",1068,2.008523,0.2119252,7.170464,1.519594,382.5627,386.2051,287.7999,-6.43363,-2.791283,0,0
"2015-10-28 12:10:00",1069,2.132117,0.2104142,7.564032,1.591434,382.4063,386.2468,287.8115,-6.65268,-2.812199,0,0
"2015-10-28 12:11:00",1070,2.796018,0.1971009,8.014391,1.578644,382.5571,386.1968,287.8171,-6.532434,-2.892706,0,0
"2015-10-28 12:12:00",1071,3.964865,0.1902663,9.945795,1.892893,382.2729,386.361,287.8306,-6.889544,-2.801507,0,0
"2015-10-28 12:13:00",1072,4.349967,0.194273,9.83872,1.910872,382.8242,386.4021,287.8379,-6.377659,-2.799778,0,0
"2015-10-28 12:14:00",1073,5.490277,0.1927749,9.56319,1.843538,384.2076,386.437,287.8433,-5.023624,-2.79425,0,0
"2015-10-28 12:15:00",1074,6.194081,0.1972987,10.49224,2.070498,384.388,386.6157,287.8546,-4.903942,-2.676285,0,0
"2015-10-28 12:16:00",1075,6.506589,0.2054511,11.16139,2.293243,384.343,386.7045,287.8667,-5.014595,-2.653034,0,0
"2015-10-28 12:17:00",1076,5.391672,0.2123305,9.775699,2.074504,384.4344,386.744,287.869,-4.935592,-2.62607,0,0
"2015-10-28 12:18:00",1077,5.072618,0.21717,9.219604,2.00189,384.6277,386.7728,287.8725,-4.761553,-2.616457,0,0
"2015-10-28 12:19:00",1078,6.014315,0.2090305,10.54499,2.203319,384.4609,386.7883,287.8761,-4.947745,-2.62039,0,0
"2015-10-28 12:20:00",1079,6.576729,0.206259,11.89548,2.453682,384.0596,386.9247,287.8906,-5.427381,-2.562314,0,0
"2015-10-28 12:21:00",1080,6.563314,0.2178091,11.63699,2.534346,384.5415,387.0808,287.9018,-5.006198,-2.466864,0,0
"2015-10-28 12:22:00",1081,6.657625,0.2091272,11.42435,2.389485,384.6369,387.0141,287.9022,-4.913005,-2.535768,0,0
"2015-10-28 12:23:00",1082,5.63447,0.2089078,10.19459,2.130245,384.5469,386.9768,287.9072,-5.030103,-2.600229,0,0
"2015-10-28 12:24:00",1083,4.56257,0.2167318,9.575413,2.073018,384.2092,387.149,287.9357,-5.522147,-2.582322,0,0
"2015-10-28 12:25:00",1084,3.991592,0.2394525,8.496978,2.034776,384.6862,387.1568,287.9497,-5.120748,-2.650138,0,0
"2015-10-28 12:26:00",1085,4.384036,0.2256298,8.934504,2.015267,384.6868,387.222,287.9653,-5.204474,-2.669273,0,0
"2015-10-28 12:27:00",1086,4.084458,0.2233919,8.8416,1.973979,384.4668,387.2499,287.9796,-5.502183,-2.719019,0,0
"2015-10-28 12:28:00",1087,3.377973,0.2280941,7.810789,1.781191,384.5523,387.2039,287.9942,-5.495553,-2.843928,0,0
"2015-10-28 12:29:00",1088,3.247183,0.2182857,7.716874,1.684458,384.4464,387.2316,288.0041,-5.654954,-2.869722,0,0
"2015-10-28 12:30:00",1089,3.424205,0.2139839,7.823351,1.673808,384.4966,387.2219,288.0133,-5.655083,-2.929745,0,0
